Date,Symbol,Entry,Exit,Score,Result,PnL_Pct,Balance,Profit_Cash
57,MPRC,17.559999,16.68199905,0.64,STOP LOSS ❌,-0.05,90250,-500.0
57,ALUM,13.26,12.597,0.68,STOP LOSS ❌,-0.05,97840,-500.0
57,GTHE,1.63,1.793,0.61,TARGET HIT 🎯,0.1,131177,1000.0
57,SEIG,62.799999,69.0799989,0.98,TARGET HIT 🎯,0.1,144294,1000.0
57,WACE,1.0,1.1,0.67,TARGET HIT 🎯,0.1,110000,1000.0
57,CAED,18.75,17.8125,0.98,STOP LOSS ❌,-0.05,543986,-500.0
57,ACRO,47.57,45.1915,0.64,STOP LOSS ❌,-0.05,88946,-500.0
57,OCPH,83.019997,91.32199670000001,0.98,TARGET HIT 🎯,0.1,120122,1000.0
57,SVCE,2.16,2.052,0.66,STOP LOSS ❌,-0.05,159940,-500.0
57,EALR,30.629999,33.692998900000006,0.98,TARGET HIT 🎯,0.1,158724,1000.0
58,CEFM,50.610001,48.079500949999996,0.86,STOP LOSS ❌,-0.05,114950,-500.0
58,MPRC,17.24,16.377999999999997,0.65,STOP LOSS ❌,-0.05,85737,-500.0
58,DCRC,22.0,24.200000000000003,0.9,TARGET HIT 🎯,0.1,120122,1000.0
58,DAPH,70.0,66.5,0.74,STOP LOSS ❌,-0.05,85737,-500.0
58,SEIG,63.32,60.153999999999996,0.98,STOP LOSS ❌,-0.05,137080,-500.0
58,EGREF,10.75,11.825000000000001,0.98,TARGET HIT 🎯,0.1,677905,1000.0
58,WACE,1.05,1.1550000000000002,0.67,TARGET HIT 🎯,0.1,121000,1000.0
58,ALEX,16.13,15.323499999999997,0.76,STOP LOSS ❌,-0.05,200698,-500.0
58,ACRO,47.34,44.973,0.61,STOP LOSS ❌,-0.05,84498,-500.0
58,CAED,18.5,20.35,0.99,TARGET HIT 🎯,0.1,598385,1000.0
58,ANFI,8.26,7.8469999999999995,0.61,STOP LOSS ❌,-0.05,124618,-500.0
58,SVCE,2.02,1.9189999999999998,0.68,STOP LOSS ❌,-0.05,151943,-500.0
58,MAAL,3.46,3.287,0.67,STOP LOSS ❌,-0.05,94311,-500.0
59,ACRO,47.169998,44.811498099999994,0.64,STOP LOSS ❌,-0.05,80273,-500.0
59,EALR,31.790001,30.20050095,0.81,STOP LOSS ❌,-0.05,150788,-500.0
59,NARE,0.98401,1.0824110000000002,0.62,TARGET HIT 🎯,0.1,121000,1000.0
59,MOSC,49.259998,54.18599780000001,0.7,TARGET HIT 🎯,0.1,102990,1000.0
59,DAPH,70.0,66.5,0.68,STOP LOSS ❌,-0.05,81450,-500.0
59,EFIH,12.266667,11.653333649999999,0.76,STOP LOSS ❌,-0.05,99275,-500.0
59,SVCE,1.95,1.8524999999999998,0.68,STOP LOSS ❌,-0.05,144346,-500.0
59,WACE,1.1,1.2100000000000002,0.69,TARGET HIT 🎯,0.1,133100,1000.0
59,CAED,17.950001,19.745001100000003,0.98,TARGET HIT 🎯,0.1,658223,1000.0
59,ICLE,41.1,45.21000000000001,0.67,TARGET HIT 🎯,0.1,177156,1000.0
59,ANFI,8.2,7.789999999999999,0.66,STOP LOSS ❌,-0.05,118387,-500.0
59,CEFM,50.490002,55.5390022,0.84,TARGET HIT 🎯,0.1,126445,1000.0
59,MBSC,39.400002,43.3400022,0.67,TARGET HIT 🎯,0.1,126445,1000.0
59,SEIG,58.73,64.60300000000001,0.97,TARGET HIT 🎯,0.1,150788,1000.0
59,EGREF,11.4,10.83,0.96,STOP LOSS ❌,-0.05,644010,-500.0
59,ICID,2.99,2.8405,0.64,STOP LOSS ❌,-0.05,108410,-500.0
59,RAKT,11.54,12.694,0.66,TARGET HIT 🎯,0.1,99275,1000.0
60,SMPP,64.0,70.4,0.94,TARGET HIT 🎯,0.1,203640,1000.0
60,AALR,37.599998,41.3599978,0.96,TARGET HIT 🎯,0.1,183785,1000.0
60,CSAG,18.74,17.802999999999997,0.62,STOP LOSS ❌,-0.05,114116,-500.0
60,GIHD,21.790001,20.70050095,0.62,STOP LOSS ❌,-0.05,73509,-500.0
60,EALR,29.02,31.922,0.98,TARGET HIT 🎯,0.1,165866,1000.0
60,NARE,0.975379,1.0729169,0.91,TARGET HIT 🎯,0.1,133100,1000.0
60,ACRO,46.0,43.699999999999996,0.61,STOP LOSS ❌,-0.05,76260,-500.0
60,MPRC,15.63,17.193,0.64,TARGET HIT 🎯,0.1,94311,1000.0
60,DAPH,68.52,65.094,0.64,STOP LOSS ❌,-0.05,77378,-500.0
60,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,708411,1000.0
60,ICID,3.01,2.8594999999999997,0.64,STOP LOSS ❌,-0.05,102990,-500.0
60,AFDI,22.790001,25.0690011,0.61,TARGET HIT 🎯,0.1,99275,1000.0
60,CAED,18.879999,17.93599905,0.99,STOP LOSS ❌,-0.05,625312,-500.0
60,MBSC,39.099998,43.0099978,0.63,TARGET HIT 🎯,0.1,139089,1000.0
60,SEIG,59.310001,65.2410011,0.98,TARGET HIT 🎯,0.1,165866,1000.0
60,IRAX,550.36,605.3960000000001,0.87,TARGET HIT 🎯,0.1,109202,1000.0
60,RAKT,11.41,12.551000000000002,0.66,TARGET HIT 🎯,0.1,109202,1000.0
60,SVCE,1.9,1.805,0.65,STOP LOSS ❌,-0.05,137129,-500.0
60,ANFI,8.0,8.8,0.94,TARGET HIT 🎯,0.1,130226,1000.0
61,ADIB,14.333178,15.766495800000001,0.65,TARGET HIT 🎯,0.1,104500,1000.0
61,GIHD,20.040001,22.044001100000003,0.66,TARGET HIT 🎯,0.1,80860,1000.0
61,SEIG,59.650002,65.6150022,0.97,TARGET HIT 🎯,0.1,182453,1000.0
61,ARCC,11.0,12.100000000000001,0.64,TARGET HIT 🎯,0.1,120122,1000.0
61,ACAMD,0.813,0.8943,0.7,TARGET HIT 🎯,0.1,110000,1000.0
61,NIPH,20.549131,19.52167445,0.61,STOP LOSS ❌,-0.05,104500,-500.0
61,EALR,30.4,28.88,0.98,STOP LOSS ❌,-0.05,157573,-500.0
61,ICID,2.6,2.8600000000000003,0.82,TARGET HIT 🎯,0.1,113289,1000.0
61,CEFM,49.310001,54.241001100000005,0.98,TARGET HIT 🎯,0.1,139089,1000.0
61,ENGC,19.48,21.428,0.69,TARGET HIT 🎯,0.1,121000,1000.0
61,COSG,1.01,1.1110000000000002,0.63,TARGET HIT 🎯,0.1,99275,1000.0
61,SAUD,11.42,12.562000000000001,0.64,TARGET HIT 🎯,0.1,114950,1000.0
61,MPRC,15.32,16.852,0.7,TARGET HIT 🎯,0.1,103742,1000.0
61,EGREF,10.71,11.781000000000002,0.99,TARGET HIT 🎯,0.1,779252,1000.0
61,ALCN,16.584999,18.243498900000002,0.66,TARGET HIT 🎯,0.1,90941,1000.0
61,ACRO,45.189999,42.93049905,0.64,STOP LOSS ❌,-0.05,72447,-500.0
61,SDTI,13.55,14.905000000000001,0.63,TARGET HIT 🎯,0.1,109202,1000.0
61,AFDI,22.5,24.750000000000004,0.67,TARGET HIT 🎯,0.1,109202,1000.0
61,MEPA,1.81,1.9910000000000003,0.7,TARGET HIT 🎯,0.1,141179,1000.0
61,MBSC,38.0,41.800000000000004,0.61,TARGET HIT 🎯,0.1,152998,1000.0
61,SMPP,70.0,77.0,0.93,TARGET HIT 🎯,0.1,224005,1000.0
61,NHPS,44.73,49.203,0.65,TARGET HIT 🎯,0.1,152998,1000.0
61,ICLE,41.3,45.43,0.65,TARGET HIT 🎯,0.1,194871,1000.0
61,AALR,38.0,41.800000000000004,0.95,TARGET HIT 🎯,0.1,202164,1000.0
61,SVCE,1.823,2.0053,0.65,TARGET HIT 🎯,0.1,150842,1000.0
61,CSAG,18.0,19.8,0.65,TARGET HIT 🎯,0.1,125528,1000.0
61,CAED,17.82,19.602,0.98,TARGET HIT 🎯,0.1,687843,1000.0
62,ICID,2.87,2.7265,0.68,STOP LOSS ❌,-0.05,107624,-500.0
62,PRCL,9.3,10.230000000000002,0.64,TARGET HIT 🎯,0.1,97840,1000.0
62,SDTI,14.6,16.060000000000002,0.63,TARGET HIT 🎯,0.1,120122,1000.0
62,CAED,17.83,19.613,0.99,TARGET HIT 🎯,0.1,756627,1000.0
62,ALCN,17.690001,19.459001100000002,0.67,TARGET HIT 🎯,0.1,100035,1000.0
62,MPRC,16.120001,17.7320011,0.69,TARGET HIT 🎯,0.1,114116,1000.0
62,SVCE,1.905,2.0955000000000004,0.68,TARGET HIT 🎯,0.1,165926,1000.0
62,SEIG,59.900002,65.89000220000001,0.98,TARGET HIT 🎯,0.1,200698,1000.0
62,MENA,1.492,1.6412000000000002,0.67,TARGET HIT 🎯,0.1,126445,1000.0
62,EALR,29.01,31.911000000000005,0.98,TARGET HIT 🎯,0.1,173330,1000.0
62,ISMQ,3.44,3.7840000000000003,0.67,TARGET HIT 🎯,0.1,120122,1000.0
62,SAUD,11.3,12.430000000000001,0.63,TARGET HIT 🎯,0.1,126445,1000.0
62,WACE,1.2,1.14,0.71,STOP LOSS ❌,-0.05,126445,-500.0
62,MEPA,1.9,2.09,0.67,TARGET HIT 🎯,0.1,155296,1000.0
62,EGREF,10.71,11.781000000000002,0.99,TARGET HIT 🎯,0.1,857178,1000.0
62,GTEX,0.038,0.041800000000000004,0.75,TARGET HIT 🎯,0.1,104500,1000.0
63,SVCE,1.912,2.1032,0.66,TARGET HIT 🎯,0.1,182518,1000.0
63,ICID,2.86,2.7169999999999996,0.66,STOP LOSS ❌,-0.05,102243,-500.0
63,ICFC,6.460486,7.106534600000001,0.69,TARGET HIT 🎯,0.1,133100,1000.0
63,CAED,18.299999,20.1299989,0.99,TARGET HIT 🎯,0.1,832290,1000.0
63,EGREF,10.71,11.781000000000002,0.99,TARGET HIT 🎯,0.1,942896,1000.0
63,MPRC,16.049999,17.654998900000002,0.65,TARGET HIT 🎯,0.1,125528,1000.0
63,TANM,2.083332,2.2916652,0.63,TARGET HIT 🎯,0.1,146410,1000.0
63,APPC,0.9,0.9900000000000001,0.96,TARGET HIT 🎯,0.1,183785,1000.0
63,ACRO,45.0,42.75,0.65,STOP LOSS ❌,-0.05,68824,-500.0
63,ALEX,15.1,16.61,0.63,TARGET HIT 🎯,0.1,220768,1000.0
63,EBSC,0.344,0.3784,0.72,TARGET HIT 🎯,0.1,139089,1000.0
63,DAPH,55.5,61.050000000000004,0.82,TARGET HIT 🎯,0.1,85115,1000.0
63,PRCL,9.18,10.098,0.64,TARGET HIT 🎯,0.1,107624,1000.0
63,SEIG,61.5,67.65,0.98,TARGET HIT 🎯,0.1,220768,1000.0
63,KWIN,20.25,22.275000000000002,0.81,TARGET HIT 🎯,0.1,246405,1000.0
63,EITP,10.05,11.055000000000001,0.94,TARGET HIT 🎯,0.1,241084,1000.0
64,DAPH,59.330002,56.363501899999996,0.64,STOP LOSS ❌,-0.05,80860,-500.0
64,SVCE,1.918,2.1098,0.67,TARGET HIT 🎯,0.1,200770,1000.0
64,SEIG,60.119999,66.1319989,0.98,TARGET HIT 🎯,0.1,242845,1000.0
64,EGREF,10.71,11.781000000000002,0.99,TARGET HIT 🎯,0.1,1037185,1000.0
64,ICID,2.8,2.6599999999999997,0.65,STOP LOSS ❌,-0.05,97131,-500.0
64,EALR,29.559999,32.51599890000001,0.98,TARGET HIT 🎯,0.1,190663,1000.0
64,SUCE,30.0,28.5,0.78,STOP LOSS ❌,-0.05,137080,-500.0
64,ICFC,7.105957,6.75065915,0.73,STOP LOSS ❌,-0.05,126445,-500.0
64,ACRO,44.810001,49.2910011,0.62,TARGET HIT 🎯,0.1,75707,1000.0
64,GTHE,1.91,2.101,0.76,TARGET HIT 🎯,0.1,144294,1000.0
64,SMPP,99.1,94.145,0.66,STOP LOSS ❌,-0.05,212804,-500.0
64,MPRC,16.190001,17.8090011,0.63,TARGET HIT 🎯,0.1,138081,1000.0
64,CAED,18.129999,19.942998900000003,0.98,TARGET HIT 🎯,0.1,915519,1000.0
65,CAED,18.280001,20.1080011,0.98,TARGET HIT 🎯,0.1,1007071,1000.0
65,POUL,10.16,9.652,0.67,STOP LOSS ❌,-0.05,95000,-500.0
65,WACE,1.27,1.2065,0.68,STOP LOSS ❌,-0.05,120122,-500.0
65,SVCE,1.973,2.1703,0.67,TARGET HIT 🎯,0.1,220847,1000.0
65,SEIG,60.040001,66.0440011,0.98,TARGET HIT 🎯,0.1,267130,1000.0
65,EPPK,7.44,8.184000000000001,0.61,TARGET HIT 🎯,0.1,103742,1000.0
65,WATP,42.05,46.255,0.9,TARGET HIT 🎯,0.1,200698,1000.0
65,EALR,30.139999,28.63299905,0.98,STOP LOSS ❌,-0.05,181130,-500.0
65,PHTV,91.53837,100.69220700000001,0.95,TARGET HIT 🎯,0.1,114116,1000.0
65,EGCH,7.540673,8.2947403,0.7,TARGET HIT 🎯,0.1,99275,1000.0
65,GOCO,2.58,2.8380000000000005,0.68,TARGET HIT 🎯,0.1,175871,1000.0
65,ANFI,8.1,7.694999999999999,0.84,STOP LOSS ❌,-0.05,123714,-500.0
65,EGSA,6.34,6.974,0.69,TARGET HIT 🎯,0.1,110000,1000.0
65,SMPP,77.17,84.88700000000001,0.93,TARGET HIT 🎯,0.1,234085,1000.0
65,KWIN,20.23,22.253000000000004,0.92,TARGET HIT 🎯,0.1,271046,1000.0
65,SUCE,25.0,27.500000000000004,0.68,TARGET HIT 🎯,0.1,150788,1000.0
65,EGREF,10.71,11.781000000000002,0.99,TARGET HIT 🎯,0.1,1140904,1000.0
66,SUCE,25.05,23.7975,0.92,STOP LOSS ❌,-0.05,143248,-500.0
66,CNFN,4.12,3.9139999999999997,0.64,STOP LOSS ❌,-0.05,90250,-500.0
66,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,1254994,1000.0
66,MOSC,49.0,53.900000000000006,0.66,TARGET HIT 🎯,0.1,113289,1000.0
66,NBKE,18.22,17.308999999999997,0.63,STOP LOSS ❌,-0.05,182453,-500.0
66,MAAL,2.92,3.212,0.72,TARGET HIT 🎯,0.1,103742,1000.0
66,MPRC,16.639999,18.3039989,0.64,TARGET HIT 🎯,0.1,151889,1000.0
66,EALR,29.66,32.626000000000005,0.98,TARGET HIT 🎯,0.1,199243,1000.0
66,ACRO,45.009998,42.7594981,0.63,STOP LOSS ❌,-0.05,71921,-500.0
66,EGCH,8.157206,8.972926600000001,0.68,TARGET HIT 🎯,0.1,109202,1000.0
66,CAED,19.0,20.900000000000002,0.98,TARGET HIT 🎯,0.1,1107778,1000.0
66,PHTV,94.192214,103.61143540000002,0.9,TARGET HIT 🎯,0.1,125528,1000.0
66,CFGH,0.049,0.04655,0.71,STOP LOSS ❌,-0.05,95000,-500.0
66,SEIG,62.0,68.2,0.97,TARGET HIT 🎯,0.1,293843,1000.0
66,SVCE,2.009,1.9085499999999997,0.67,STOP LOSS ❌,-0.05,209805,-500.0
66,EGSA,6.35,6.985,0.67,TARGET HIT 🎯,0.1,121000,1000.0
67,CAED,19.9,18.904999999999998,0.83,STOP LOSS ❌,-0.05,1052389,-500.0
67,SCFM,36.52,40.172000000000004,0.9,TARGET HIT 🎯,0.1,1850856,1000.0
67,GTHE,2.2,2.4200000000000004,0.74,TARGET HIT 🎯,0.1,158724,1000.0
67,SEIG,62.5,68.75,0.97,TARGET HIT 🎯,0.1,323227,1000.0
67,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,1380494,1000.0
67,ACAP,1.334,1.4674000000000003,0.63,TARGET HIT 🎯,0.1,250107,1000.0
67,EITP,10.0,11.0,0.95,TARGET HIT 🎯,0.1,265193,1000.0
67,EPPK,7.44,8.184000000000001,0.61,TARGET HIT 🎯,0.1,114116,1000.0
67,NULL,4.07,4.477,0.68,TARGET HIT 🎯,0.1,110000,1000.0
67,EALR,29.040001,31.9440011,0.98,TARGET HIT 🎯,0.1,219168,1000.0
68,ACAP,1.37,1.5070000000000003,0.61,TARGET HIT 🎯,0.1,275118,1000.0
68,DCRC,34.0,32.3,0.63,STOP LOSS ❌,-0.05,114116,-500.0
68,CAED,19.5,21.450000000000003,0.98,TARGET HIT 🎯,0.1,1157628,1000.0
68,EALR,31.57,34.727000000000004,0.92,TARGET HIT 🎯,0.1,241084,1000.0
68,SUCE,22.5,24.750000000000004,0.86,TARGET HIT 🎯,0.1,157573,1000.0
68,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,1518543,1000.0
68,MOED,0.333,0.31635,0.67,STOP LOSS ❌,-0.05,90250,-500.0
68,SEIG,63.200001,69.5200011,0.97,TARGET HIT 🎯,0.1,355550,1000.0
68,EPPK,7.44,8.184000000000001,0.62,TARGET HIT 🎯,0.1,125528,1000.0
68,NBKE,11.01,12.111,0.96,TARGET HIT 🎯,0.1,200698,1000.0
68,GOCO,2.83,3.1130000000000004,0.69,TARGET HIT 🎯,0.1,193458,1000.0
68,MBEG,1.794743,1.7050058499999998,0.66,STOP LOSS ❌,-0.05,108410,-500.0
68,DTPP,35.419998,33.6489981,0.77,STOP LOSS ❌,-0.05,269081,-500.0
68,NULL,4.47,4.917,0.66,TARGET HIT 🎯,0.1,121000,1000.0
69,ACAP,1.476,1.4022,0.68,STOP LOSS ❌,-0.05,261362,-500.0
69,AIDC,0.44,0.48400000000000004,0.68,TARGET HIT 🎯,0.1,110000,1000.0
69,MPRC,17.110001,18.821001100000004,0.62,TARGET HIT 🎯,0.1,167078,1000.0
69,NHPS,52.82,50.178999999999995,0.67,STOP LOSS ❌,-0.05,145348,-500.0
69,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,1670397,1000.0
69,CAED,19.0,20.900000000000002,0.98,TARGET HIT 🎯,0.1,1273391,1000.0
69,SVCE,2.144,2.0368,0.68,STOP LOSS ❌,-0.05,199315,-500.0
69,NULL,4.91,5.401000000000001,0.74,TARGET HIT 🎯,0.1,133100,1000.0
69,EALR,31.719999,30.13399905,0.85,STOP LOSS ❌,-0.05,229030,-500.0
69,EPPK,7.44,8.184000000000001,0.61,TARGET HIT 🎯,0.1,138081,1000.0
69,SEIG,63.0,59.849999999999994,0.96,STOP LOSS ❌,-0.05,337772,-500.0
70,NBKE,29.5,32.45,0.79,TARGET HIT 🎯,0.1,220768,1000.0
70,EALR,30.67,33.737,0.98,TARGET HIT 🎯,0.1,251933,1000.0
70,CAED,19.01,20.911000000000005,0.98,TARGET HIT 🎯,0.1,1400731,1000.0
70,AIDC,0.485,0.46075,0.71,STOP LOSS ❌,-0.05,104500,-500.0
70,NCGC,50.0,50.0,0.95,TIME EXIT (0.0%),0.0,138081,0.0
70,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,1837437,1000.0
70,GOCO,2.97,3.2670000000000003,0.71,TARGET HIT 🎯,0.1,212804,1000.0
70,WATP,46.0,50.6,0.93,TARGET HIT 🎯,0.1,220768,1000.0
70,ACAP,1.498,1.4231,0.67,STOP LOSS ❌,-0.05,248294,-500.0
70,DAPH,51.549999,48.972499049999996,0.64,STOP LOSS ❌,-0.05,76817,-500.0
70,SUCE,21.5,20.425,0.75,STOP LOSS ❌,-0.05,149694,-500.0
70,ALEX,16.01,15.2095,0.87,STOP LOSS ❌,-0.05,209730,-500.0
71,KWIN,21.0,23.1,0.92,TARGET HIT 🎯,0.1,298150,1000.0
71,SUCE,20.0,22.0,0.75,TARGET HIT 🎯,0.1,164664,1000.0
71,MOIN,8.642299,9.506528900000001,0.66,TARGET HIT 🎯,0.1,345227,1000.0
71,EITP,10.0,11.0,0.96,TARGET HIT 🎯,0.1,291712,1000.0
71,CAED,19.9,18.904999999999998,0.86,STOP LOSS ❌,-0.05,1330694,-500.0
71,NBKE,32.0,30.4,0.81,STOP LOSS ❌,-0.05,209730,-500.0
71,KRDI,1.17,1.1115,0.69,STOP LOSS ❌,-0.05,244619,-500.0
71,GOCO,3.11,3.4210000000000003,0.69,TARGET HIT 🎯,0.1,234085,1000.0
71,ROTO,36.57,34.7415,0.63,STOP LOSS ❌,-0.05,95000,-500.0
71,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,2021181,1000.0
71,EALR,30.0,33.0,0.98,TARGET HIT 🎯,0.1,277127,1000.0
71,CNFN,3.83,4.213,0.7,TARGET HIT 🎯,0.1,99275,1000.0
72,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,2223299,1000.0
72,MPCO,0.674266,0.6405527,0.68,STOP LOSS ❌,-0.05,90250,-500.0
72,GOCO,3.26,3.586,0.68,TARGET HIT 🎯,0.1,257493,1000.0
72,EALR,31.18,29.621,0.98,STOP LOSS ❌,-0.05,263270,-500.0
72,ALEX,15.0,14.25,0.63,STOP LOSS ❌,-0.05,199243,-500.0
72,EITP,10.05,9.5475,0.7,STOP LOSS ❌,-0.05,277127,-500.0
72,MBEG,1.933655,2.1270205,0.69,TARGET HIT 🎯,0.1,119251,1000.0
72,CAED,18.79,20.669,0.98,TARGET HIT 🎯,0.1,1463763,1000.0
72,DAPH,46.529999,44.20349905,0.69,STOP LOSS ❌,-0.05,72976,-500.0
72,SUCE,20.0,22.0,0.67,TARGET HIT 🎯,0.1,181130,1000.0
73,MBEG,2.122575,2.3348325,0.71,TARGET HIT 🎯,0.1,131177,1000.0
73,ALEX,9.0,9.9,0.95,TARGET HIT 🎯,0.1,219168,1000.0
73,ACRO,45.45,43.1775,0.61,STOP LOSS ❌,-0.05,68325,-500.0
73,IRON,19.57,21.527,0.64,TARGET HIT 🎯,0.1,110000,1000.0
73,NULL,5.18,4.920999999999999,0.68,STOP LOSS ❌,-0.05,126445,-500.0
73,PACH,39.81,43.791000000000004,0.66,TARGET HIT 🎯,0.1,185128,1000.0
73,CAED,18.299999,20.1299989,0.98,TARGET HIT 🎯,0.1,1610140,1000.0
73,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,2445629,1000.0
73,MOIN,8.620761,9.482837100000001,0.6,TARGET HIT 🎯,0.1,379749,1000.0
73,GOCO,3.42,3.762,0.72,TARGET HIT 🎯,0.1,283243,1000.0
73,ADCI,42.5,46.75000000000001,0.89,TARGET HIT 🎯,0.1,110000,1000.0
73,EALR,30.1,28.595,0.98,STOP LOSS ❌,-0.05,250107,-500.0
74,MOIN,8.615376,9.4769136,0.68,TARGET HIT 🎯,0.1,417724,1000.0
74,CAED,18.0,19.8,0.99,TARGET HIT 🎯,0.1,1771154,1000.0
74,MFSC,28.01,30.811000000000003,0.81,TARGET HIT 🎯,0.1,114950,1000.0
74,EALR,28.49,31.339000000000002,0.98,TARGET HIT 🎯,0.1,275118,1000.0
74,ACRO,43.0,40.85,0.67,STOP LOSS ❌,-0.05,64909,-500.0
74,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,2690192,1000.0
74,ADCI,42.049999,46.254998900000004,0.9,TARGET HIT 🎯,0.1,121000,1000.0
74,APPC,1.05,1.1550000000000002,0.94,TARGET HIT 🎯,0.1,202164,1000.0
74,NBKE,23.0,21.849999999999998,0.72,STOP LOSS ❌,-0.05,199243,-500.0
74,GOCO,3.59,3.9490000000000003,0.72,TARGET HIT 🎯,0.1,311567,1000.0
74,IRON,20.540001,22.594001100000003,0.72,TARGET HIT 🎯,0.1,121000,1000.0
74,MBEG,2.322609,2.20647855,0.68,STOP LOSS ❌,-0.05,124618,-500.0
74,PRMH,0.624,0.5928,0.64,STOP LOSS ❌,-0.05,95000,-500.0
74,NULL,5.54,5.263,0.68,STOP LOSS ❌,-0.05,120122,-500.0
74,MILS,32.66,35.926,0.94,TARGET HIT 🎯,0.1,110000,1000.0
74,ACAP,1.41,1.3395,0.63,STOP LOSS ❌,-0.05,235879,-500.0
75,EALR,28.99,31.889,0.99,TARGET HIT 🎯,0.1,302629,1000.0
75,CEFM,50.639999,55.70399890000001,0.87,TARGET HIT 🎯,0.1,152998,1000.0
75,TANM,2.024999,2.2274989000000005,0.7,TARGET HIT 🎯,0.1,161051,1000.0
75,MILS,33.110001,36.4210011,0.85,TARGET HIT 🎯,0.1,121000,1000.0
75,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,2959211,1000.0
75,CPCI,63.16,69.476,0.79,TARGET HIT 🎯,0.1,103742,1000.0
75,MOIN,8.615376,9.4769136,0.68,TARGET HIT 🎯,0.1,459497,1000.0
75,CAED,17.809999,19.590998900000002,0.99,TARGET HIT 🎯,0.1,1948269,1000.0
75,SUCE,20.1,22.110000000000003,0.64,TARGET HIT 🎯,0.1,199243,1000.0
75,SNFC,2.13,2.343,0.7,TARGET HIT 🎯,0.1,109202,1000.0
75,EBSC,0.284,0.2698,0.94,STOP LOSS ❌,-0.05,132135,-500.0
75,ADCI,42.049999,46.254998900000004,0.93,TARGET HIT 🎯,0.1,133100,1000.0
75,IRON,21.559999,23.715998900000002,0.73,TARGET HIT 🎯,0.1,133100,1000.0
75,ALEX,15.3,16.830000000000002,0.93,TARGET HIT 🎯,0.1,241084,1000.0
75,GOCO,3.76,4.136,0.67,TARGET HIT 🎯,0.1,342724,1000.0
75,MHOT,21.612,23.7732,0.82,TARGET HIT 🎯,0.1,126445,1000.0
76,ADIB,12.55151,11.9239345,0.63,STOP LOSS ❌,-0.05,99275,-500.0
76,EITP,7.71,8.481,0.96,TARGET HIT 🎯,0.1,304839,1000.0
76,CEFM,50.52,55.57200000000001,0.87,TARGET HIT 🎯,0.1,168298,1000.0
76,CSAG,16.73,18.403000000000002,0.63,TARGET HIT 🎯,0.1,138081,1000.0
76,ACRO,38.790001,42.6690011,0.61,TARGET HIT 🎯,0.1,71400,1000.0
76,EGREF,10.71,11.781000000000002,0.98,TARGET HIT 🎯,0.1,3255132,1000.0
76,EALR,30.77,29.231499999999997,0.98,STOP LOSS ❌,-0.05,287498,-500.0
76,MPRC,14.13,13.4235,0.65,STOP LOSS ❌,-0.05,158724,-500.0
76,GOCO,3.94,3.743,0.65,STOP LOSS ❌,-0.05,325588,-500.0
76,PRMH,0.557,0.6127000000000001,0.91,TARGET HIT 🎯,0.1,104500,1000.0
76,SPIN,3.973334,4.3706674,0.7,TARGET HIT 🎯,0.1,121000,1000.0
76,KRDI,0.988,0.9386,0.68,STOP LOSS ❌,-0.05,232388,-500.0
76,ECAP,19.0,20.900000000000002,0.65,TARGET HIT 🎯,0.1,114950,1000.0
76,CAED,18.0,19.8,0.99,TARGET HIT 🎯,0.1,2143096,1000.0
76,ALCN,16.205,17.825499999999998,0.63,TARGET HIT 🎯,0.1,110039,1000.0
76,APPC,1.06,1.1660000000000001,0.87,TARGET HIT 🎯,0.1,222380,1000.0
76,KWIN,20.82,19.779,0.98,STOP LOSS ❌,-0.05,283243,-500.0
76,EBSC,0.291,0.27645,0.8,STOP LOSS ❌,-0.05,125528,-500.0
76,MAAL,2.6,2.8600000000000003,0.76,TARGET HIT 🎯,0.1,114116,1000.0
76,IRON,22.629999,24.892998900000002,0.73,TARGET HIT 🎯,0.1,146410,1000.0
77,MOIN,8.884607,9.773067700000002,0.62,TARGET HIT 🎯,0.1,505447,1000.0
77,TORA,59.3,56.334999999999994,0.62,STOP LOSS ❌,-0.05,104500,-500.0
77,DTPP,31.9,35.09,0.92,TARGET HIT 🎯,0.1,295989,1000.0
77,EALR,28.1,30.910000000000004,0.97,TARGET HIT 🎯,0.1,316248,1000.0
77,EBSC,0.286,0.27169999999999994,0.77,STOP LOSS ❌,-0.05,119251,-500.0
77,EITP,8.91,9.801,0.91,TARGET HIT 🎯,0.1,335323,1000.0
77,EFID,14.5,13.774999999999999,0.67,STOP LOSS ❌,-0.05,95000,-500.0
77,TMGH,58.0,55.099999999999994,0.66,STOP LOSS ❌,-0.05,104500,-500.0
77,ADCI,42.0,46.2,0.92,TARGET HIT 🎯,0.1,146410,1000.0
